epoch,box,cls,dfl,Recall,Precision,mAP@50,mAP
462,1.216,1.481,1.250,0.458,0.617,0.497,0.347
463,1.216,1.478,1.251,0.459,0.615,0.497,0.347
464,1.213,1.477,1.249,0.458,0.616,0.498,0.347
465,1.215,1.474,1.249,0.460,0.612,0.498,0.347
466,1.214,1.474,1.246,0.460,0.610,0.498,0.347
467,1.211,1.473,1.248,0.457,0.617,0.498,0.348
468,1.214,1.473,1.249,0.461,0.610,0.498,0.348
469,1.210,1.471,1.246,0.462,0.612,0.499,0.349
470,1.211,1.473,1.247,0.457,0.615,0.499,0.348
471,1.212,1.471,1.248,0.458,0.612,0.498,0.349
472,1.210,1.469,1.246,0.460,0.608,0.498,0.349
473,1.212,1.467,1.248,0.459,0.612,0.499,0.349
474,1.213,1.470,1.247,0.461,0.612,0.500,0.349
475,1.209,1.467,1.245,0.461,0.615,0.501,0.349
476,1.211,1.464,1.246,0.461,0.612,0.500,0.349
477,1.209,1.465,1.246,0.460,0.615,0.500,0.349
478,1.208,1.466,1.246,0.460,0.612,0.500,0.349
479,1.208,1.467,1.247,0.462,0.608,0.499,0.348
480,1.208,1.464,1.246,0.463,0.606,0.500,0.349
481,1.207,1.463,1.245,0.462,0.615,0.500,0.349
482,1.207,1.460,1.244,0.462,0.613,0.501,0.350
483,1.207,1.458,1.244,0.464,0.615,0.501,0.350
484,1.206,1.460,1.245,0.464,0.613,0.501,0.350
485,1.207,1.458,1.244,0.462,0.614,0.501,0.350
486,1.207,1.460,1.245,0.462,0.615,0.501,0.350
487,1.206,1.458,1.244,0.462,0.615,0.502,0.350
488,1.206,1.456,1.244,0.461,0.618,0.502,0.350
489,1.205,1.456,1.242,0.461,0.615,0.502,0.350
490,1.203,1.452,1.243,0.461,0.618,0.503,0.351
491,1.203,1.454,1.243,0.461,0.620,0.503,0.351
492,1.202,1.450,1.241,0.462,0.619,0.503,0.351
493,1.202,1.448,1.240,0.462,0.622,0.504,0.351
494,1.203,1.447,1.241,0.462,0.621,0.504,0.351
495,1.202,1.448,1.241,0.462,0.622,0.504,0.351
496,1.201,1.448,1.241,0.460,0.626,0.504,0.352
497,1.202,1.448,1.241,0.459,0.629,0.504,0.352
498,1.199,1.442,1.238,0.459,0.629,0.505,0.352
499,1.199,1.442,1.239,0.464,0.620,0.504,0.353
500,1.200,1.442,1.238,0.464,0.620,0.505,0.353
501,1.199,1.439,1.239,0.463,0.621,0.505,0.353
502,1.199,1.441,1.238,0.462,0.622,0.505,0.353
503,1.199,1.436,1.237,0.462,0.623,0.505,0.353
504,1.197,1.437,1.237,0.462,0.626,0.505,0.353
505,1.197,1.435,1.237,0.465,0.621,0.505,0.353
506,1.194,1.436,1.237,0.464,0.617,0.505,0.353
507,1.197,1.437,1.239,0.466,0.617,0.505,0.353
508,1.196,1.431,1.236,0.463,0.622,0.505,0.354
509,1.195,1.429,1.236,0.468,0.619,0.506,0.354
510,1.194,1.429,1.235,0.468,0.622,0.506,0.354
511,1.193,1.427,1.235,0.468,0.623,0.506,0.355
512,1.191,1.424,1.232,0.466,0.625,0.507,0.355
513,1.192,1.427,1.234,0.466,0.624,0.507,0.354
514,1.194,1.426,1.235,0.466,0.623,0.507,0.355
515,1.193,1.426,1.234,0.466,0.624,0.507,0.355
516,1.192,1.425,1.234,0.467,0.621,0.508,0.355
517,1.190,1.421,1.233,0.469,0.620,0.508,0.355
518,1.190,1.421,1.233,0.470,0.621,0.508,0.355
519,1.187,1.420,1.233,0.468,0.624,0.509,0.355
520,1.191,1.425,1.233,0.467,0.626,0.509,0.356
521,1.189,1.418,1.232,0.468,0.620,0.509,0.356
522,1.188,1.418,1.231,0.470,0.618,0.509,0.356
523,1.189,1.415,1.232,0.470,0.617,0.509,0.356
524,1.186,1.414,1.230,0.471,0.615,0.509,0.356
525,1.184,1.411,1.229,0.473,0.612,0.510,0.356
526,1.186,1.411,1.230,0.466,0.624,0.509,0.356
527,1.187,1.413,1.231,0.468,0.623,0.510,0.357
528,1.185,1.408,1.227,0.466,0.626,0.510,0.356
529,1.186,1.409,1.230,0.466,0.629,0.509,0.356
530,1.185,1.405,1.228,0.468,0.629,0.509,0.356
531,1.182,1.405,1.228,0.467,0.631,0.509,0.356
532,1.185,1.404,1.228,0.469,0.626,0.509,0.356
533,1.180,1.400,1.226,0.469,0.625,0.509,0.357
534,1.181,1.399,1.226,0.469,0.623,0.509,0.357
535,1.181,1.401,1.227,0.469,0.624,0.509,0.357
536,1.182,1.398,1.225,0.469,0.624,0.509,0.357
537,1.181,1.397,1.225,0.467,0.626,0.510,0.356
538,1.176,1.394,1.224,0.469,0.622,0.510,0.356
539,1.179,1.397,1.226,0.470,0.620,0.510,0.356
540,1.180,1.396,1.225,0.469,0.623,0.510,0.357
541,1.180,1.392,1.224,0.468,0.625,0.511,0.357
542,1.179,1.394,1.225,0.468,0.625,0.510,0.357
543,1.173,1.387,1.223,0.468,0.625,0.511,0.357
544,1.176,1.388,1.223,0.469,0.627,0.511,0.358
545,1.174,1.382,1.221,0.471,0.624,0.512,0.358
546,1.175,1.383,1.222,0.472,0.623,0.511,0.358
547,1.173,1.381,1.220,0.469,0.626,0.511,0.357
548,1.171,1.381,1.222,0.472,0.622,0.511,0.358
549,1.175,1.380,1.221,0.473,0.623,0.512,0.358
550,1.170,1.375,1.219,0.472,0.625,0.512,0.358
551,1.170,1.376,1.219,0.470,0.630,0.513,0.359
552,1.170,1.373,1.219,0.467,0.627,0.512,0.358
553,1.170,1.371,1.219,0.472,0.619,0.513,0.358
554,1.166,1.368,1.218,0.471,0.620,0.512,0.358
555,1.169,1.371,1.219,0.472,0.617,0.512,0.359
556,1.167,1.369,1.217,0.471,0.622,0.513,0.358
557,1.169,1.369,1.218,0.473,0.626,0.513,0.359
558,1.166,1.365,1.216,0.475,0.621,0.514,0.360
559,1.166,1.364,1.216,0.475,0.620,0.514,0.360
560,1.165,1.360,1.215,0.474,0.622,0.514,0.360
561,1.163,1.360,1.214,0.473,0.620,0.514,0.360
562,1.159,1.354,1.213,0.473,0.623,0.515,0.361
563,1.162,1.354,1.213,0.476,0.621,0.515,0.361
564,1.165,1.354,1.214,0.478,0.624,0.516,0.362
565,1.161,1.353,1.212,0.480,0.623,0.516,0.362
566,1.159,1.348,1.212,0.477,0.624,0.517,0.362
567,1.153,1.340,1.210,0.477,0.626,0.517,0.362
568,1.158,1.346,1.210,0.476,0.626,0.516,0.362
569,1.159,1.348,1.211,0.473,0.631,0.517,0.362
570,1.156,1.341,1.209,0.472,0.633,0.516,0.362
571,1.154,1.339,1.208,0.472,0.631,0.516,0.362
572,1.154,1.338,1.208,0.474,0.627,0.516,0.362
573,1.153,1.334,1.208,0.473,0.631,0.516,0.362
574,1.151,1.330,1.206,0.472,0.633,0.516,0.362
575,1.152,1.330,1.205,0.475,0.628,0.516,0.362
576,1.150,1.329,1.206,0.473,0.631,0.516,0.362
577,1.150,1.327,1.205,0.474,0.628,0.516,0.363
578,1.147,1.325,1.204,0.474,0.630,0.516,0.363
579,1.149,1.324,1.205,0.474,0.629,0.517,0.363
580,1.147,1.321,1.203,0.476,0.629,0.517,0.363
581,1.143,1.314,1.202,0.476,0.631,0.517,0.364
582,1.142,1.316,1.202,0.475,0.636,0.518,0.364
583,1.142,1.315,1.202,0.478,0.632,0.518,0.364
584,1.142,1.311,1.201,0.481,0.624,0.518,0.364
585,1.139,1.306,1.199,0.481,0.625,0.518,0.364
586,1.139,1.308,1.199,0.480,0.628,0.518,0.365
587,1.138,1.304,1.199,0.478,0.631,0.518,0.365
588,1.137,1.300,1.198,0.478,0.629,0.518,0.364
589,1.135,1.297,1.197,0.478,0.631,0.518,0.364
590,1.133,1.295,1.196,0.475,0.635,0.519,0.365
591,1.144,1.238,1.192,0.477,0.633,0.520,0.365
592,1.137,1.227,1.187,0.479,0.630,0.521,0.367
593,1.130,1.212,1.183,0.476,0.634,0.522,0.367
594,1.127,1.205,1.182,0.480,0.617,0.522,0.368
595,1.124,1.199,1.180,0.482,0.615,0.523,0.368
596,1.123,1.193,1.180,0.479,0.631,0.523,0.368
597,1.119,1.187,1.177,0.479,0.630,0.523,0.369
598,1.116,1.180,1.175,0.479,0.633,0.524,0.369
599,1.110,1.172,1.172,0.476,0.640,0.524,0.369
600,1.109,1.167,1.171,0.477,0.639,0.524,0.369
